method,mse_mean,mse_var,mse_std,mse_50q,mse_90q,rsd,type,idx,n_nodes,patience,min_delta,perc_sent_weights,target_probability,models_folder,n_input_features,n_output_vars,merge_strategy,batch_size,epochs_per_update,stop_criterion,fixed_updates,num_merged_models,shuffle_batch,finetuning_epochs,serialize_optimizer
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,117,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,117,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1287.1969435551612,,1427.376959351804,854.8863978304651,3197.3492319754528,1.1089033162318378,classical,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,6644.862246578316,,8607.204016259697,2803.6521333394503,20182.6637662639,1.2953171483264176,generalized,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,108,10,5,0.0,0.4,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,1300.954826546745,,1444.298727307029,859.3016093966623,3233.145774454777,1.110183611171785,classical,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,3378.230698701881,,3248.912148518929,1991.409070907244,8179.65977366136,0.9617200358067184,generalized,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,126,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,1325.7947426782166,,1466.4735479340115,879.4494129368952,3272.219481433113,1.1061090383958017,classical,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,3954.6951883587376,,5372.021008244744,1946.045785975736,8488.874014257077,1.3583906603113498,generalized,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,125,10,5,0.0,1.0,0.25,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,1326.732856569363,,1450.6597535270607,881.9170910255123,3272.154144470141,1.0934075736076552,classical,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Gossip,6159.234938128763,,7894.3337065476035,2538.495915382596,18413.282371044326,1.281706865519564,generalized,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,178,10,5,0.1,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Gossip,1323.8765123431544,,1452.1034427974666,890.192531582833,3274.399248774333,1.0968571685189588,classical,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,1329.9837731693704,,1436.0007815246422,893.3699259799882,3349.309147307056,1.079713008905839,classical,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1367.1785136642409,,1449.607223191321,909.330316499242,3297.2730398400995,1.0602911095392795,classical,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,2757.8029671269865,,5069.827084127802,1325.9551709017549,6714.239808176257,1.8383572519720024,generalized,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,5231.003065575101,,10138.9828339666,1638.210778202525,13630.610873235268,1.938248306656634,generalized,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1226.682779748716,,991.5445495799252,953.784968913884,2261.178416560821,0.808313743332275,generalized,95,10,5,0.0,1.0,0.5,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,1303.1502297853697,,1440.425300959064,868.9722460018656,3241.655794468085,1.1053409407726569,classical,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Gossip,3822.008247131933,,3939.2683064340895,2004.589774451901,10424.764608985755,1.0306802214228998,generalized,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,162,10,5,0.0,1.0,1.0,models/,9,1,age_weighted,64,2,fixed_updates,50,1,True,0,False
Gossip,1307.1384505544331,,1447.8345273692423,863.5257253370901,3308.256600606347,1.1076367057790488,classical,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,3162.257235643173,,3183.7280668313965,1746.8018668976638,7342.587113133308,1.0067897168346132,generalized,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,85,10,5,0.0,1.0,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1285.4946094332126,,1417.2821788381582,848.563534856112,3214.187723515534,1.1025189591911646,classical,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,5990.4327533732985,,7344.654083623467,2780.665385704011,18275.57477954553,1.226064023419274,generalized,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,87,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1294.5256851576169,,1438.7572507726863,854.3746520332257,3188.756669175704,1.1114165344641334,classical,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Gossip,4704.019730117603,,5445.958123647939,2390.950019274096,11570.952319168742,1.1577243370770869,generalized,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,168,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,3,True,0,False
Gossip,1296.6766994511177,,1435.46628966677,855.1148726896735,3200.146842306933,1.1070348455203998,classical,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,3950.698004931415,,4267.175912125405,2323.7944244768523,9212.671665387785,1.0801068334757429,generalized,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,120,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,1290.288891195354,,1419.7852195592975,852.5316224911713,3230.43088463348,1.1003622748731683,classical,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Gossip,6231.791388147114,,7632.637646234978,2958.088875158655,19107.053903492982,1.2247903003865437,generalized,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,111,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
Gossip,1400.983787519352,,1728.3718111943078,888.1456353687246,3385.9638586383776,1.2336843770723749,classical,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,3377.1506022376707,,3949.409970368867,1662.4252152138884,8363.209878320142,1.1694503549092603,generalized,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,128,10,5,0.0,1.0,0.25,models/,9,1,overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,1338.7764917614209,,1474.9205901042394,892.166465711111,3348.343677640496,1.1016929257278,classical,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,4182.882980188061,,5995.034966789256,1889.5906367491152,9880.305637245783,1.4332303808603608,generalized,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,115,10,5,0.0,1.0,1.0,models/,9,1,improved_overwrite,64,1,fixed_updates,100,1,True,0,False
Gossip,1331.5091942031254,,1442.6506227438852,885.2798398845691,3276.780729637331,1.0834702674413563,classical,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Gossip,6168.109398105921,,7501.203419626363,2616.0215430740072,16793.123324778793,1.216126844625973,generalized,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,183,10,5,1.0,1.0,1.0,models/,9,1,age_weighted,64,4,no_improvements,30,1,True,0,False
Gossip,1282.0025810556033,,1400.72838436062,852.2626435080045,3145.540895847081,1.0926096445197933,classical,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,7202.851198129039,,9242.26015704877,3348.619083591807,21277.76693747344,1.283139121275957,generalized,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,106,10,5,0.0,0.2,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,1296.4934507423036,,1435.9860494393802,853.5146120442239,3241.4178776608305,1.1075922123765534,classical,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,4084.1452639235663,,4358.081804923453,2347.3324304852845,10779.29897588379,1.067073162999281,generalized,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,121,10,5,0.0,0.6,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1283.288633636649,,1411.85978356829,846.0926059233326,3163.59703350066,1.100188801304419,classical,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,5951.6225915836,,7189.355408520732,2861.851945227144,17534.338684300583,1.2079656090235718,generalized,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,110,10,5,0.0,0.6,0.5,models/,9,1,simple_avg,64,5,fixed_updates,20,1,True,0,False
Gossip,1303.5362130473775,,1445.5827363890642,860.7582728714211,3260.498457532047,1.1089701397781755,classical,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,3377.9755405616497,,3525.4472394341865,1977.433321824854,7597.522697732214,1.043656828506229,generalized,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,123,10,5,0.0,0.8,0.5,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1303.3390096476378,,1447.4308711033586,853.6422439249877,3240.633998248515,1.1105559339428324,classical,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,3303.6096901583423,,3285.2292415811044,2088.317046898799,7860.116361960408,0.9944362529774644,generalized,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,127,10,5,0.0,1.0,0.25,models/,9,1,age_weighted,64,1,fixed_updates,100,1,True,0,False
Gossip,1340.7683512783913,,1542.451715976226,862.2038518911688,3286.3169216132696,1.1504237212233823,classical,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Gossip,3021.373517626395,,2802.2932364192693,1883.353311628754,7177.944608985701,0.9274898386680652,generalized,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,90,10,5,0.0,1.0,0.5,models/,9,1,simple_avg,64,1,fixed_updates,100,3,True,0,False
Gossip,1304.3076204064032,,1452.63335277457,862.8373754828347,3225.261540447331,1.113719900158178,classical,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,1.833383626394433,classical,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,1.0615283656088763,classical,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,3602.5689619991176,,4050.777374049453,2076.1841994247707,8399.501393126779,1.1244135550986425,generalized,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,1.305957509201745,generalized,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,0.5300020096435505,generalized,130,10,5,0.0,1.0,0.25,models/,9,1,simple_avg,64,1,fixed_updates,100,1,True,0,False
Gossip,1326.3973820277454,,1454.335910535029,866.5676404420253,3292.510254540499,,classical,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Single,1509.578357949136,,2767.6362442233403,868.2042521717383,3216.730579669545,,classical,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Centralized,1321.7725735377264,,1403.0990796941414,886.4274257976384,3185.40773310492,,classical,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Gossip,4272.784363060597,,6097.848151372543,2011.070687508779,9546.439309381982,,generalized,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Single,7543.945536215161,,9852.072322029177,3277.778082655868,23423.33272098965,,generalized,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Centralized,1324.37111229715,,701.9193510313539,1216.2716070224392,2360.7188007788,,generalized,98,10,5,0.0,1.0,0.5,models/,9,1,overwrite,64,5,fixed_updates,20,1,True,0,False
Gossip,1283.5937371768368,,1389.7109652248778,854.4620149703912,3163.173254016291,1.0826719739856612,classical,107,10,5,0.0,0.2,0.5,models/,9,1,age_weighted,64,5,fixed_updates,20,1,True,0,False
